player_name,country,year,current_position,suggested_position,source,confidence,reason,notes
Vladimir Podrezov,Russia,2019,TBC,,,,No trusted structured position source found,
Vladislav Sozonov,Russia,2019,TBC,,,,No trusted structured position source found,
Caleb Clarke,New Zealand,2023,TBC,,,,No trusted structured position source found,
Dalton Papalii,New Zealand,2023,TBC,,,,No trusted structured position source found,
David Havili,New Zealand,2023,TBC,,,,No trusted structured position source found,
Emoni Narawa,New Zealand,2023,TBC,,,,No trusted structured position source found,
Ethan Blackadder,New Zealand,2023,TBC,,,,No trusted structured position source found,
Leicester Fainga'anuku,New Zealand,2023,TBC,,,,No trusted structured position source found,
Mark Tele'a,New Zealand,2023,TBC,,,,No trusted structured position source found,
André Esterhuizen,South Africa,2023,TBC,,,,No trusted structured position source found,
Canan Moodie,South Africa,2023,TBC,,,,No trusted structured position source found,
Deon Fourie,South Africa,2023,TBC,,,,No trusted structured position source found,
Kurt-Lee Arendse,South Africa,2023,TBC,,,,No trusted structured position source found,
Marco van Staden,South Africa,2023,TBC,,,,No trusted structured position source found,
Blake Schoupp,Australia,2023,TBC,,,,No trusted structured position source found,
Fraser McReight,Australia,2023,TBC,,,,No trusted structured position source found,
Izaia Perese,Australia,2023,TBC,,,,No trusted structured position source found,
Josh Kemeny,Australia,2023,TBC,,,,No trusted structured position source found,
Lalakai Foketi,Australia,2023,TBC,,,,No trusted structured position source found,
Langi Gleeson,Australia,2023,TBC,,,,No trusted structured position source found,
Mark Nawaqanitawase,Australia,2023,TBC,,,,No trusted structured position source found,
Max Jorgensen,Australia,2023,TBC,,,,No trusted structured position source found,
Pone Fa'amausili,Australia,2023,TBC,,,,No trusted structured position source found,
Rob Leota,Australia,2023,TBC,,,,No trusted structured position source found,
Suliasi Vunivalu,Australia,2023,TBC,,,,No trusted structured position source found,
Tom Hooper,Australia,2023,TBC,,,,No trusted structured position source found,
Zane Nonggorr,Australia,2023,TBC,,,,No trusted structured position source found,
Bevan Rodd,England,2023,TBC,,,,No trusted structured position source found,
Ellis Genge ( vc ),England,2023,TBC,,,,No trusted structured position source found,
Jack Willis,England,2023,TBC,,,,No trusted structured position source found,
Joe Marchant,England,2023,TBC,,,,No trusted structured position source found,
Max Malins,England,2023,TBC,,,,No trusted structured position source found,
Ollie Lawrence,England,2023,TBC,,,,No trusted structured position source found,
Will Stuart,England,2023,TBC,,,,No trusted structured position source found,
Anthony Jelonch,France,2023,TBC,,,,No trusted structured position source found,
Arthur Vincent,France,2023,TBC,,,,No trusted structured position source found,
Dorian Aldegheri,France,2023,TBC,,,,No trusted structured position source found,
François Cros,France,2023,TBC,,,,No trusted structured position source found,
Gabin Villière,France,2023,TBC,,,,No trusted structured position source found,
Jean-Baptiste Gros,France,2023,TBC,,,,No trusted structured position source found,
Jonathan Danty,France,2023,TBC,,,,No trusted structured position source found,
Louis Bielle-Biarrey,France,2023,TBC,,,,No trusted structured position source found,
Paul Boudehent,France,2023,TBC,,,,No trusted structured position source found,
Reda Wardi,France,2023,TBC,,,,No trusted structured position source found,
Sekou Macalou,France,2023,TBC,,,,No trusted structured position source found,
Sipili Falatea,France,2023,TBC,,,,No trusted structured position source found,
Yoram Moefana,France,2023,TBC,,,,No trusted structured position source found,
Caelan Doris,Ireland,2023,TBC,,,,No trusted structured position source found,
James Lowe,Ireland,2023,TBC,,,,No trusted structured position source found,
Jeremy Loughman,Ireland,2023,TBC,,,,No trusted structured position source found,
Mack Hansen,Ireland,2023,TBC,,,,No trusted structured position source found,
Stuart McCloskey,Ireland,2023,TBC,,,,No trusted structured position source found,
Tom O'Toole,Ireland,2023,TBC,,,,No trusted structured position source found,
Corey Domachowski,Wales,2023,TBC,,,,No trusted structured position source found,
Henry Thomas,Wales,2023,TBC,,,,No trusted structured position source found,
Jac Morgan ( cc ),Wales,2023,TBC,,,,No trusted structured position source found,
Johnny Williams,Wales,2023,TBC,,,,No trusted structured position source found,
Louis Rees-Zammit,Wales,2023,TBC,,,,No trusted structured position source found,
Mason Grady,Wales,2023,TBC,,,,No trusted structured position source found,
Nick Tompkins,Wales,2023,TBC,,,,No trusted structured position source found,
Rio Dyer,Wales,2023,TBC,,,,No trusted structured position source found,
Taine Basham,Wales,2023,TBC,,,,No trusted structured position source found,
Tommy Reffell,Wales,2023,TBC,,,,No trusted structured position source found,
Cameron Redpath,Scotland,2023,TBC,,,,No trusted structured position source found,
Jack Dempsey,Scotland,2023,TBC,,,,No trusted structured position source found,
Jamie Bhatti,Scotland,2023,TBC,,,,No trusted structured position source found,
Javan Sebastian,Scotland,2023,TBC,,,,No trusted structured position source found,
Kyle Steyn,Scotland,2023,TBC,,,,No trusted structured position source found,
Luke Crosbie,Scotland,2023,TBC,,,,No trusted structured position source found,
Matt Fagerson,Scotland,2023,TBC,,,,No trusted structured position source found,
Rory Darge,Scotland,2023,TBC,,,,No trusted structured position source found,
Sione Tuipulotu,Scotland,2023,TBC,,,,No trusted structured position source found,
Eduardo Bello,Argentina,2023,TBC,,,,No trusted structured position source found,
Francisco Gómez Kodela,Argentina,2023,TBC,,,,No trusted structured position source found,
Joaquín Oviedo,Argentina,2023,TBC,,,,No trusted structured position source found,
Joel Sclavi,Argentina,2023,TBC,,,,No trusted structured position source found,
Juan Martín González,Argentina,2023,TBC,,,,No trusted structured position source found,
Lucio Cinti,Argentina,2023,TBC,,,,No trusted structured position source found,
Mateo Carreras,Argentina,2023,TBC,,,,No trusted structured position source found,
Rodrigo Isgró,Argentina,2023,TBC,,,,No trusted structured position source found,
Santiago Chocobares,Argentina,2023,TBC,,,,No trusted structured position source found,
Santiago Grondona,Argentina,2023,TBC,,,,No trusted structured position source found,
Thomas Gallo,Argentina,2023,TBC,,,,No trusted structured position source found,
Albert Tuisue,Fiji,2023,TBC,,,,No trusted structured position source found,
Emosi Tuqiri,Fiji,2023,TBC,,,,No trusted structured position source found,
Iosefo Masi,Fiji,2023,TBC,,,,No trusted structured position source found,
Jiuta Wainiqolo,Fiji,2023,TBC,,,,No trusted structured position source found,
Jone Koroiduadua,Fiji,2023,TBC,,,,No trusted structured position source found,
Kalaveti Ravouvou,Fiji,2023,TBC,,,,No trusted structured position source found,
Luke Tagi,Fiji,2023,TBC,,,,No trusted structured position source found,
Meli Derenalagi,Fiji,2023,TBC,,,,No trusted structured position source found,
Mesake Doge,Fiji,2023,TBC,,,,No trusted structured position source found,
Samu Tawake,Fiji,2023,TBC,,,,No trusted structured position source found,
Selestino Ravutaumada,Fiji,2023,TBC,,,,No trusted structured position source found,
Sireli Maqala,Fiji,2023,TBC,,,,No trusted structured position source found,
Vilimoni Botitu,Fiji,2023,TBC,,,,No trusted structured position source found,
Vilive Miramira,Fiji,2023,TBC,,,,No trusted structured position source found,
Vinaya Habosi,Fiji,2023,TBC,,,,No trusted structured position source found,
Ben Gunter,Japan,2023,TBC,,,,No trusted structured position source found,
Craig Millar,Japan,2023,TBC,,,,No trusted structured position source found,
Dylan Riley,Japan,2023,TBC,,,,No trusted structured position source found,
Jone Naikabula,Japan,2023,TBC,,,,No trusted structured position source found,
Kanji Shimokawa,Japan,2023,TBC,,,,No trusted structured position source found,
Semisi Masirewa,Japan,2023,TBC,,,,No trusted structured position source found,
Shinnosuke Kakinaga,Japan,2023,TBC,,,,No trusted structured position source found,
Shota Fukui,Japan,2023,TBC,,,,No trusted structured position source found,
Shōgo Nakano,Japan,2023,TBC,,,,No trusted structured position source found,
Sione Halasili,Japan,2023,TBC,,,,No trusted structured position source found,
Siosaia Fifita,Japan,2023,TBC,,,,No trusted structured position source found,
Tomoki Osada,Japan,2023,TBC,,,,No trusted structured position source found,
Giovanni Pettinelli,Italy,2023,TBC,,,,No trusted structured position source found,
Ignacio Brex,Italy,2023,TBC,,,,No trusted structured position source found,
Ivan Nemer,Italy,2023,TBC,,,,No trusted structured position source found,
Lorenzo Cannone,Italy,2023,TBC,,,,No trusted structured position source found,
Manuel Zuliani,Italy,2023,TBC,,,,No trusted structured position source found,
Michele Lamaro,Italy,2023,TBC,,,,No trusted structured position source found,
Monty Ioane,Italy,2023,TBC,,,,No trusted structured position source found,
Paolo Odogwu,Italy,2023,TBC,,,,No trusted structured position source found,
Pierre Bruno,Italy,2023,TBC,,,,No trusted structured position source found,
Pietro Ceccarelli,Italy,2023,TBC,,,,No trusted structured position source found,
Toa Halafihi,Italy,2023,TBC,,,,No trusted structured position source found,
Ben Lam,Samoa,2023,TBC,,,,No trusted structured position source found,
Charlie Faumuina,Samoa,2023,TBC,,,,No trusted structured position source found,
D'Angelo Leuila,Samoa,2023,TBC,,,,No trusted structured position source found,
Duncan Paia'aua,Samoa,2023,TBC,,,,No trusted structured position source found,
Fritz Lee,Samoa,2023,TBC,,,,No trusted structured position source found,
Jordan Taufua,Samoa,2023,TBC,,,,No trusted structured position source found,
Miracle Faiʻilagi,Samoa,2023,TBC,,,,No trusted structured position source found,
Neria Fomai,Samoa,2023,TBC,,,,No trusted structured position source found,
Nigel Ah Wong,Samoa,2023,TBC,,,,No trusted structured position source found,
So'otala Fa'aso'o,Samoa,2023,TBC,,,,No trusted structured position source found,
Steve Luatua,Samoa,2023,TBC,,,,No trusted structured position source found,
Taleni Seu,Samoa,2023,TBC,,,,No trusted structured position source found,
Tumua Manu,Samoa,2023,TBC,,,,No trusted structured position source found,
Afusipa Taumoepeau,Tonga,2023,TBC,,,,No trusted structured position source found,
Anzelo Tuitavuki,Tonga,2023,TBC,,,,No trusted structured position source found,
Feao Fotuaika,Tonga,2023,TBC,,,,No trusted structured position source found,
Fine Inisi,Tonga,2023,TBC,,,,No trusted structured position source found,
George Moala,Tonga,2023,TBC,,,,No trusted structured position source found,
Joe Apikotoa,Tonga,2023,TBC,,,,No trusted structured position source found,
Kyren Taumoefolau,Tonga,2023,TBC,,,,No trusted structured position source found,
Malakai Fekitoa,Tonga,2023,TBC,,,,No trusted structured position source found,
Paula Latu,Tonga,2023,TBC,,,,No trusted structured position source found,
Penitoa Finau,Tonga,2023,TBC,,,,No trusted structured position source found,
Pita Ahki,Tonga,2023,TBC,,,,No trusted structured position source found,
Siate Tokolahi,Tonga,2023,TBC,,,,No trusted structured position source found,
Siegfried Fisiʻihoi,Tonga,2023,TBC,,,,No trusted structured position source found,
Sione Havili Talitui,Tonga,2023,TBC,,,,No trusted structured position source found,
Sione Vailanu,Tonga,2023,TBC,,,,No trusted structured position source found,
Solomone Funaki,Tonga,2023,TBC,,,,No trusted structured position source found,
Solomone Kata,Tonga,2023,TBC,,,,No trusted structured position source found,
Tanginoa Halaifonua,Tonga,2023,TBC,,,,No trusted structured position source found,
Tau Koloamatangi,Tonga,2023,TBC,,,,No trusted structured position source found,
Vaea Fifita,Tonga,2023,TBC,,,,No trusted structured position source found,
Bautista Basso,Uruguay,2023,TBC,,,,No trusted structured position source found,
Carlos Deus,Uruguay,2023,TBC,,,,No trusted structured position source found,
Eric Dosantos,Uruguay,2023,TBC,,,,No trusted structured position source found,
Felipe Arcos Pérez,Uruguay,2023,TBC,,,,No trusted structured position source found,
Ignacio Facciolo,Uruguay,2023,TBC,,,,No trusted structured position source found,
Ignacio Péculo,Uruguay,2023,TBC,,,,No trusted structured position source found,
Juan Manuel Alonso,Uruguay,2023,TBC,,,,No trusted structured position source found,
Lucas Bianchi,Uruguay,2023,TBC,,,,No trusted structured position source found,
Matías Benítez,Uruguay,2023,TBC,,,,No trusted structured position source found,
Reinaldo Piussi,Uruguay,2023,TBC,,,,No trusted structured position source found,
